county,unsure1,precinct,contest,choice,party,total_votes,unsure2
NEW HANOVER,W15   ,W15                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W16   ,W16                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W17   ,W17                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W18   ,W18                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W19   ,W19                                                         ,SENATE DISTRICT 18,John Evans,LIB,191,0.014097222
NEW HANOVER,W20   ,W20                                                         ,SENATE DISTRICT 18,John Evans,LIB,88,0.014097222
NEW HANOVER,W21   ,W21                                                         ,SENATE DISTRICT 18,John Evans,LIB,312,0.014097222
NEW HANOVER,W22   ,W22                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W23   ,W23                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,W24   ,W24                                                         ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NEW HANOVER,WB    ,WB                                                          ,SENATE DISTRICT 18,John Evans,LIB,0,0.014097222
NASH, ,absentee/provisional,SENATE DISTRICT 10,Richard P. Horner,REP,1568,0.014097222
NASH,1,BAILEY                                                      ,SENATE DISTRICT 10,Richard P. Horner,REP,806,0.014097222
NASH,3,CASTALIA                                                    ,SENATE DISTRICT 10,Richard P. Horner,REP,199,0.014097222
NASH,4,COOPERS                                                     ,SENATE DISTRICT 10,Richard P. Horner,REP,670,0.014097222
NASH,5,DRYWELLS                                                    ,SENATE DISTRICT 10,Richard P. Horner,REP,464,0.014097222
NASH,6,FERRELLS                                                    ,SENATE DISTRICT 10,Richard P. Horner,REP,390,0.014097222
NASH,7,GRIFFINS                                                    ,SENATE DISTRICT 10,Richard P. Horner,REP,177,0.014097222
NASH,8,JACKSONS                                                    ,SENATE DISTRICT 10,Richard P. Horner,REP,407,0.014097222
NASH,11,MANNINGS NO 1                                               ,SENATE DISTRICT 10,Richard P. Horner,REP,425,0.014097222
NASH,12,MANNINGS NO 2                                               ,SENATE DISTRICT 10,Richard P. Horner,REP,220,0.014097222
NASH,15,NASHVILLE                                                   ,SENATE DISTRICT 10,Richard P. Horner,REP,871,0.014097222
NASH,21,NORTH WHITAKERS NO 1                                        ,SENATE DISTRICT 10,Richard P. Horner,REP,97,0.014097222
NASH,22,NORTH WHITAKERS NO 2                                        ,SENATE DISTRICT 10,Richard P. Horner,REP,137,0.014097222
NASH,25,OAK LEVEL                                                   ,SENATE DISTRICT 10,Richard P. Horner,REP,752,0.014097222
NASH,26,RED OAK                                                     ,SENATE DISTRICT 10,Richard P. Horner,REP,780,0.014097222
NASH,31,ROCKY MOUNT NO 1                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,170,0.014097222
NASH,40,ROCKY MOUNT NO 10                                           ,SENATE DISTRICT 10,Richard P. Horner,REP,1148,0.014097222
NASH,32,ROCKY MOUNT NO 2                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,342,0.014097222
NASH,33,ROCKY MOUNT NO 3                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,258,0.014097222
NASH,34,ROCKY MOUNT NO 4                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,265,0.014097222
NASH,35,ROCKY MOUNT NO 5                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,785,0.014097222
NASH,36,ROCKY MOUNT NO 6                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,772,0.014097222
NASH,37,ROCKY MOUNT NO 7                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,815,0.014097222
NASH,38,ROCKY MOUNT NO 8                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,347,0.014097222
NASH,39,ROCKY MOUNT NO 9                                            ,SENATE DISTRICT 10,Richard P. Horner,REP,785,0.014097222
NASH,2,SOUTH WHITAKERS                                             ,SENATE DISTRICT 10,Richard P. Horner,REP,201,0.014097222
NASH,41,STONY CREEK                                                 ,SENATE DISTRICT 10,Richard P. Horner,REP,306,0.014097222
NASH,11,MANNINGS NO 1                                               ,SENATE DISTRICT 10,A. B. Swindell,DEM,955,0.014097222
NASH,12,MANNINGS NO 2                                               ,SENATE DISTRICT 10,A. B. Swindell,DEM,257,0.014097222
NASH,15,NASHVILLE                                                   ,SENATE DISTRICT 10,A. B. Swindell,DEM,1254,0.014097222
NASH,21,NORTH WHITAKERS NO 1                                        ,SENATE DISTRICT 10,A. B. Swindell,DEM,319,0.014097222
NASH,22,NORTH WHITAKERS NO 2                                        ,SENATE DISTRICT 10,A. B. Swindell,DEM,271,0.014097222
NASH,25,OAK LEVEL                                                   ,SENATE DISTRICT 10,A. B. Swindell,DEM,549,0.014097222
NASH,26,RED OAK                                                     ,SENATE DISTRICT 10,A. B. Swindell,DEM,468,0.014097222
NASH,31,ROCKY MOUNT NO 1                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,353,0.014097222
NASH,40,ROCKY MOUNT NO 10                                           ,SENATE DISTRICT 10,A. B. Swindell,DEM,1138,0.014097222
NASH,32,ROCKY MOUNT NO 2                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,538,0.014097222
NASH,33,ROCKY MOUNT NO 3                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,790,0.014097222
NASH,34,ROCKY MOUNT NO 4                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,696,0.014097222
NASH,35,ROCKY MOUNT NO 5                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,521,0.014097222
NASH,36,ROCKY MOUNT NO 6                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,617,0.014097222
NASH,37,ROCKY MOUNT NO 7                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,800,0.014097222
NASH,38,ROCKY MOUNT NO 8                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,409,0.014097222
NASH,39,ROCKY MOUNT NO 9                                            ,SENATE DISTRICT 10,A. B. Swindell,DEM,610,0.014097222
NASH,2,SOUTH WHITAKERS                                             ,SENATE DISTRICT 10,A. B. Swindell,DEM,390,0.014097222
NASH,41,STONY CREEK                                                 ,SENATE DISTRICT 10,A. B. Swindell,DEM,276,0.014097222
MOORE, ,absentee/provisional,SENATE DISTRICT 16,Vickie Hargrove,REP,3217,0.014097222
MOORE,BEN   ,BENSALEM                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,514,0.014097222
MOORE,CAM   ,CAMERON                                                     ,SENATE DISTRICT 16,Vickie Hargrove,REP,362,0.014097222
MOORE,CAR   ,CARTHAGE                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,634,0.014097222
MOORE,DHR   ,DEEP RIVER/HIGH FALLS/RITTER                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,477,0.014097222
MOORE,EAB   ,EAST ABERDEEN                                               ,SENATE DISTRICT 16,Vickie Hargrove,REP,398,0.014097222
MOORE,EWD   ,EASTWOOD                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,324,0.014097222
MOORE,EUR   ,EUREKA                                                      ,SENATE DISTRICT 16,Vickie Hargrove,REP,929,0.014097222
MOORE,KWD   ,KNOLLWOOD                                                   ,SENATE DISTRICT 16,Vickie Hargrove,REP,815,0.014097222
MOORE,LTR   ,LITTLE RIVER                                                ,SENATE DISTRICT 16,Vickie Hargrove,REP,510,0.014097222
MOORE,NSP   ,NORTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Vickie Hargrove,REP,516,0.014097222
MOORE,PBF   ,PINEBLUFF                                                   ,SENATE DISTRICT 16,Vickie Hargrove,REP,371,0.014097222
MOORE,PDN   ,PINEDENE                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,910,0.014097222
MOORE,PHA   ,PINEHURST A                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,1084,0.014097222
MOORE,PHB   ,PINEHURST B                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,1274,0.014097222
MOORE,PHC   ,PINEHURST C                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,1165,0.014097222
MOORE,RBN   ,ROBBINS                                                     ,SENATE DISTRICT 16,Vickie Hargrove,REP,433,0.014097222
MOORE,SLS   ,SEVEN LAKES                                                 ,SENATE DISTRICT 16,Vickie Hargrove,REP,1063,0.014097222
MOORE,SSP   ,SOUTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Vickie Hargrove,REP,364,0.014097222
MOORE,TLT   ,TAYLORTOWN                                                  ,SENATE DISTRICT 16,Vickie Hargrove,REP,63,0.014097222
MOORE,VSS   ,VASS                                                        ,SENATE DISTRICT 16,Vickie Hargrove,REP,402,0.014097222
MOORE,WAB   ,WEST ABERDEEN                                               ,SENATE DISTRICT 16,Vickie Hargrove,REP,524,0.014097222
MOORE,WND   ,WEST END                                                    ,SENATE DISTRICT 16,Vickie Hargrove,REP,393,0.014097222
MOORE,WEM   ,WESTMOORE                                                   ,SENATE DISTRICT 16,Vickie Hargrove,REP,810,0.014097222
NASH, ,absentee/provisional,SENATE DISTRICT 10,A. B. Swindell,DEM,2031,0.014097222
NASH,1,BAILEY                                                      ,SENATE DISTRICT 10,A. B. Swindell,DEM,391,0.014097222
NASH,3,CASTALIA                                                    ,SENATE DISTRICT 10,A. B. Swindell,DEM,319,0.014097222
NASH,4,COOPERS                                                     ,SENATE DISTRICT 10,A. B. Swindell,DEM,418,0.014097222
NASH,5,DRYWELLS                                                    ,SENATE DISTRICT 10,A. B. Swindell,DEM,444,0.014097222
NASH,6,FERRELLS                                                    ,SENATE DISTRICT 10,A. B. Swindell,DEM,336,0.014097222
NASH,7,GRIFFINS                                                    ,SENATE DISTRICT 10,A. B. Swindell,DEM,580,0.014097222
NASH,8,JACKSONS                                                    ,SENATE DISTRICT 10,A. B. Swindell,DEM,319,0.014097222
MOORE, ,absentee/provisional,SENATE DISTRICT 16,Howard N. Lee,DEM,1722,0.014097222
MOORE,BEN   ,BENSALEM                                                    ,SENATE DISTRICT 16,Howard N. Lee,DEM,323,0.014097222
MOORE,CAM   ,CAMERON                                                     ,SENATE DISTRICT 16,Howard N. Lee,DEM,318,0.014097222
MOORE,CAR   ,CARTHAGE                                                    ,SENATE DISTRICT 16,Howard N. Lee,DEM,768,0.014097222
MOORE,DHR   ,DEEP RIVER/HIGH FALLS/RITTER                                ,SENATE DISTRICT 16,Howard N. Lee,DEM,291,0.014097222
MOORE,EAB   ,EAST ABERDEEN                                               ,SENATE DISTRICT 16,Howard N. Lee,DEM,485,0.014097222
MOORE,EWD   ,EASTWOOD                                                    ,SENATE DISTRICT 16,Howard N. Lee,DEM,278,0.014097222
MOORE,EUR   ,EUREKA                                                      ,SENATE DISTRICT 16,Howard N. Lee,DEM,472,0.014097222
MOORE,KWD   ,KNOLLWOOD                                                   ,SENATE DISTRICT 16,Howard N. Lee,DEM,504,0.014097222
MOORE,LTR   ,LITTLE RIVER                                                ,SENATE DISTRICT 16,Howard N. Lee,DEM,312,0.014097222
MOORE,NSP   ,NORTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Howard N. Lee,DEM,457,0.014097222
MOORE,PBF   ,PINEBLUFF                                                   ,SENATE DISTRICT 16,Howard N. Lee,DEM,398,0.014097222
MOORE,PDN   ,PINEDENE                                                    ,SENATE DISTRICT 16,Howard N. Lee,DEM,782,0.014097222
MOORE,PHA   ,PINEHURST A                                                 ,SENATE DISTRICT 16,Howard N. Lee,DEM,538,0.014097222
MOORE,PHB   ,PINEHURST B                                                 ,SENATE DISTRICT 16,Howard N. Lee,DEM,627,0.014097222
MOORE,PHC   ,PINEHURST C                                                 ,SENATE DISTRICT 16,Howard N. Lee,DEM,600,0.014097222
MOORE,RBN   ,ROBBINS                                                     ,SENATE DISTRICT 16,Howard N. Lee,DEM,269,0.014097222
MOORE,SLS   ,SEVEN LAKES                                                 ,SENATE DISTRICT 16,Howard N. Lee,DEM,600,0.014097222
MOORE,SSP   ,SOUTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Howard N. Lee,DEM,765,0.014097222
MOORE,TLT   ,TAYLORTOWN                                                  ,SENATE DISTRICT 16,Howard N. Lee,DEM,236,0.014097222
MOORE,VSS   ,VASS                                                        ,SENATE DISTRICT 16,Howard N. Lee,DEM,444,0.014097222
MOORE,WAB   ,WEST ABERDEEN                                               ,SENATE DISTRICT 16,Howard N. Lee,DEM,509,0.014097222
MOORE,WND   ,WEST END                                                    ,SENATE DISTRICT 16,Howard N. Lee,DEM,343,0.014097222
MOORE,WEM   ,WESTMOORE                                                   ,SENATE DISTRICT 16,Howard N. Lee,DEM,240,0.014097222
MOORE, ,absentee/provisional,SENATE DISTRICT 16,Ellie Kinnaird,DEM,1816,0.014097222
MOORE,BEN   ,BENSALEM                                                    ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,323,0.014097222
MOORE,CAM   ,CAMERON                                                     ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,325,0.014097222
MOORE,CAR   ,CARTHAGE                                                    ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,786,0.014097222
MOORE,DHR   ,DEEP RIVER/HIGH FALLS/RITTER                                ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,291,0.014097222
MOORE,EAB   ,EAST ABERDEEN                                               ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,494,0.014097222
MOORE,EWD   ,EASTWOOD                                                    ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,279,0.014097222
MOORE,EUR   ,EUREKA                                                      ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,480,0.014097222
MOORE,KWD   ,KNOLLWOOD                                                   ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,518,0.014097222
MOORE,LTR   ,LITTLE RIVER                                                ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,315,0.014097222
MOORE,NSP   ,NORTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,485,0.014097222
MOORE,PBF   ,PINEBLUFF                                                   ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,416,0.014097222
MOORE,PDN   ,PINEDENE                                                    ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,791,0.014097222
MOORE,PHA   ,PINEHURST A                                                 ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,580,0.014097222
MOORE,PHB   ,PINEHURST B                                                 ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,690,0.014097222
MOORE,PHC   ,PINEHURST C                                                 ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,656,0.014097222
MOORE,RBN   ,ROBBINS                                                     ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,273,0.014097222
MOORE,SLS   ,SEVEN LAKES                                                 ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,609,0.014097222
MOORE,SSP   ,SOUTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,772,0.014097222
MOORE,TLT   ,TAYLORTOWN                                                  ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,233,0.014097222
MOORE,VSS   ,VASS                                                        ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,446,0.014097222
MOORE,WAB   ,WEST ABERDEEN                                               ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,541,0.014097222
MOORE,WND   ,WEST END                                                    ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,379,0.014097222
MOORE,WEM   ,WESTMOORE                                                   ,SENATE DISTRICT 16,Ellie Kinnaird,DEM,257,0.014097222
MONTGOMERY, ,absentee/provisional,SENATE DISTRICT 17,William P. (Bill) Davis,REP,384,0.014097222
MONTGOMERY,BIS   ,BISCOE                                                      ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,244,0.014097222
MONTGOMERY,CAN   ,CANDOR                                                      ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,328,0.014097222
MONTGOMERY,CHE   ,CHEEKS CREEK                                                ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,179,0.014097222
MONTGOMERY,ELD   ,ELDORADO                                                    ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,293,0.014097222
MONTGOMERY,LIT   ,LITTLE RIVER                                                ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,109,0.014097222
MONTGOMERY,MTG   ,MT GILEAD                                                   ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,171,0.014097222
MONTGOMERY,OPH   ,OPHIR                                                       ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,82,0.014097222
MONTGOMERY,PEE   ,PEE DEE                                                     ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,189,0.014097222
MONTGOMERY,ROC   ,ROCKY SPRINGS                                               ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,73,0.014097222
MONTGOMERY,STA   ,STAR                                                        ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,422,0.014097222
MONTGOMERY,T1    ,TROY 1                                                      ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,378,0.014097222
MONTGOMERY,T2    ,TROY 2                                                      ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,277,0.014097222
MONTGOMERY,UWH   ,UWHARRIE                                                    ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,270,0.014097222
MONTGOMERY,WAD   ,WADEVILLE                                                   ,SENATE DISTRICT 17,William P. (Bill) Davis,REP,61,0.014097222
MONTGOMERY, ,absentee/provisional,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,474,0.014097222
MONTGOMERY,BIS   ,BISCOE                                                      ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,330,0.014097222
MONTGOMERY,CAN   ,CANDOR                                                      ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,361,0.014097222
MONTGOMERY,CHE   ,CHEEKS CREEK                                                ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,127,0.014097222
MONTGOMERY,ELD   ,ELDORADO                                                    ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,149,0.014097222
MONTGOMERY,LIT   ,LITTLE RIVER                                                ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,115,0.014097222
MONTGOMERY,MTG   ,MT GILEAD                                                   ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,672,0.014097222
MONTGOMERY,OPH   ,OPHIR                                                       ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,67,0.014097222
MONTGOMERY,PEE   ,PEE DEE                                                     ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,141,0.014097222
MONTGOMERY,ROC   ,ROCKY SPRINGS                                               ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,177,0.014097222
MONTGOMERY,STA   ,STAR                                                        ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,264,0.014097222
MONTGOMERY,T1    ,TROY 1                                                      ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,435,0.014097222
MONTGOMERY,T2    ,TROY 2                                                      ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,380,0.014097222
MONTGOMERY,UWH   ,UWHARRIE                                                    ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,183,0.014097222
MONTGOMERY,WAD   ,WADEVILLE                                                   ,SENATE DISTRICT 17,William R. (Bill) Purcell,DEM,149,0.014097222
MOORE, ,absentee/provisional,SENATE DISTRICT 16,Bill Boyd,REP,3170,0.014097222
MOORE,BEN   ,BENSALEM                                                    ,SENATE DISTRICT 16,Bill Boyd,REP,525,0.014097222
MOORE,CAM   ,CAMERON                                                     ,SENATE DISTRICT 16,Bill Boyd,REP,353,0.014097222
MOORE,CAR   ,CARTHAGE                                                    ,SENATE DISTRICT 16,Bill Boyd,REP,632,0.014097222
MOORE,DHR   ,DEEP RIVER/HIGH FALLS/RITTER                                ,SENATE DISTRICT 16,Bill Boyd,REP,488,0.014097222
MOORE,EAB   ,EAST ABERDEEN                                               ,SENATE DISTRICT 16,Bill Boyd,REP,381,0.014097222
MOORE,EWD   ,EASTWOOD                                                    ,SENATE DISTRICT 16,Bill Boyd,REP,305,0.014097222
MOORE,EUR   ,EUREKA                                                      ,SENATE DISTRICT 16,Bill Boyd,REP,924,0.014097222
MOORE,KWD   ,KNOLLWOOD                                                   ,SENATE DISTRICT 16,Bill Boyd,REP,806,0.014097222
MOORE,LTR   ,LITTLE RIVER                                                ,SENATE DISTRICT 16,Bill Boyd,REP,505,0.014097222
MOORE,NSP   ,NORTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Bill Boyd,REP,485,0.014097222
MOORE,PBF   ,PINEBLUFF                                                   ,SENATE DISTRICT 16,Bill Boyd,REP,350,0.014097222
MOORE,PDN   ,PINEDENE                                                    ,SENATE DISTRICT 16,Bill Boyd,REP,919,0.014097222
MOORE,PHA   ,PINEHURST A                                                 ,SENATE DISTRICT 16,Bill Boyd,REP,1057,0.014097222
MOORE,PHB   ,PINEHURST B                                                 ,SENATE DISTRICT 16,Bill Boyd,REP,1235,0.014097222
MOORE,PHC   ,PINEHURST C                                                 ,SENATE DISTRICT 16,Bill Boyd,REP,1143,0.014097222
MOORE,RBN   ,ROBBINS                                                     ,SENATE DISTRICT 16,Bill Boyd,REP,448,0.014097222
MOORE,SLS   ,SEVEN LAKES                                                 ,SENATE DISTRICT 16,Bill Boyd,REP,1071,0.014097222
MOORE,SSP   ,SOUTH SOUTHERN PINES                                        ,SENATE DISTRICT 16,Bill Boyd,REP,355,0.014097222
MOORE,TLT   ,TAYLORTOWN                                                  ,SENATE DISTRICT 16,Bill Boyd,REP,61,0.014097222
MOORE,VSS   ,VASS                                                        ,SENATE DISTRICT 16,Bill Boyd,REP,392,0.014097222
MOORE,WAB   ,WEST ABERDEEN                                               ,SENATE DISTRICT 16,Bill Boyd,REP,493,0.014097222
MOORE,WND   ,WEST END                                                    ,SENATE DISTRICT 16,Bill Boyd,REP,384,0.014097222
MOORE,WEM   ,WESTMOORE                                                   ,SENATE DISTRICT 16,Bill Boyd,REP,819,0.014097222
MONTGOMERY, ,absentee/provisional,SENATE DISTRICT 17,Aaron Plyler,DEM,558,0.014097222
MONTGOMERY,BIS   ,BISCOE                                                      ,SENATE DISTRICT 17,Aaron Plyler,DEM,422,0.014097222
MONTGOMERY,CAN   ,CANDOR                                                      ,SENATE DISTRICT 17,Aaron Plyler,DEM,442,0.014097222
MONTGOMERY,CHE   ,CHEEKS CREEK                                                ,SENATE DISTRICT 17,Aaron Plyler,DEM,177,0.014097222
MONTGOMERY,ELD   ,ELDORADO                                                    ,SENATE DISTRICT 17,Aaron Plyler,DEM,158,0.014097222
MONTGOMERY,LIT   ,LITTLE RIVER                                                ,SENATE DISTRICT 17,Aaron Plyler,DEM,116,0.014097222
MONTGOMERY,MTG   ,MT GILEAD                                                   ,SENATE DISTRICT 17,Aaron Plyler,DEM,817,0.014097222
MONTGOMERY,OPH   ,OPHIR                                                       ,SENATE DISTRICT 17,Aaron Plyler,DEM,101,0.014097222
MONTGOMERY,PEE   ,PEE DEE                                                     ,SENATE DISTRICT 17,Aaron Plyler,DEM,178,0.014097222
MONTGOMERY,ROC   ,ROCKY SPRINGS                                               ,SENATE DISTRICT 17,Aaron Plyler,DEM,224,0.014097222
MONTGOMERY,STA   ,STAR                                                        ,SENATE DISTRICT 17,Aaron Plyler,DEM,349,0.014097222
MONTGOMERY,T1    ,TROY 1                                                      ,SENATE DISTRICT 17,Aaron Plyler,DEM,570,0.014097222
MONTGOMERY,T2    ,TROY 2                                                      ,SENATE DISTRICT 17,Aaron Plyler,DEM,505,0.014097222
MONTGOMERY,UWH   ,UWHARRIE                                                    ,SENATE DISTRICT 17,Aaron Plyler,DEM,250,0.014097222
MONTGOMERY,WAD   ,WADEVILLE                                                   ,SENATE DISTRICT 17,Aaron Plyler,DEM,158,0.014097222
MONTGOMERY, ,absentee/provisional,SENATE DISTRICT 17,Alan R. Light,LIB,19,0.014097222
MONTGOMERY,BIS   ,BISCOE                                                      ,SENATE DISTRICT 17,Alan R. Light,LIB,0,0.014097222
MONTGOMERY,CAN   ,CANDOR                                                      ,SENATE DISTRICT 17,Alan R. Light,LIB,13,0.014097222
MONTGOMERY,CHE   ,CHEEKS CREEK                                                ,SENATE DISTRICT 17,Alan R. Light,LIB,6,0.014097222
MONTGOMERY,ELD   ,ELDORADO                                                    ,SENATE DISTRICT 17,Alan R. Light,LIB,11,0.014097222
MONTGOMERY,LIT   ,LITTLE RIVER                                                ,SENATE DISTRICT 17,Alan R. Light,LIB,8,0.014097222
MONTGOMERY,MTG   ,MT GILEAD                                                   ,SENATE DISTRICT 17,Alan R. Light,LIB,6,0.014097222
MONTGOMERY,OPH   ,OPHIR                                                       ,SENATE DISTRICT 17,Alan R. Light,LIB,4,0.014097222
MONTGOMERY,PEE   ,PEE DEE                                                     ,SENATE DISTRICT 17,Alan R. Light,LIB,11,0.014097222
MONTGOMERY,ROC   ,ROCKY SPRINGS                                               ,SENATE DISTRICT 17,Alan R. Light,LIB,2,0.014097222
MONTGOMERY,STA   ,STAR                                                        ,SENATE DISTRICT 17,Alan R. Light,LIB,17,0.014097222
MONTGOMERY,T1    ,TROY 1                                                      ,SENATE DISTRICT 17,Alan R. Light,LIB,20,0.014097222
MONTGOMERY,T2    ,TROY 2                                                      ,SENATE DISTRICT 17,Alan R. Light,LIB,13,0.014097222
MONTGOMERY,UWH   ,UWHARRIE                                                    ,SENATE DISTRICT 17,Alan R. Light,LIB,12,0.014097222
MONTGOMERY,WAD   ,WADEVILLE                                                   ,SENATE DISTRICT 17,Alan R. Light,LIB,1,0.014097222
MONTGOMERY, ,absentee/provisional,SENATE DISTRICT 17,Eddie Goodall,REP,345,0.014097222
MONTGOMERY,BIS   ,BISCOE                                                      ,SENATE DISTRICT 17,Eddie Goodall,REP,200,0.014097222
MONTGOMERY,CAN   ,CANDOR                                                      ,SENATE DISTRICT 17,Eddie Goodall,REP,287,0.014097222
MONTGOMERY,CHE   ,CHEEKS CREEK                                                ,SENATE DISTRICT 17,Eddie Goodall,REP,168,0.014097222
MONTGOMERY,ELD   ,ELDORADO                                                    ,SENATE DISTRICT 17,Eddie Goodall,REP,259,0.014097222
MONTGOMERY,LIT   ,LITTLE RIVER                                                ,SENATE DISTRICT 17,Eddie Goodall,REP,98,0.014097222
MONTGOMERY,MTG   ,MT GILEAD                                                   ,SENATE DISTRICT 17,Eddie Goodall,REP,167,0.014097222
MONTGOMERY,OPH   ,OPHIR                                                       ,SENATE DISTRICT 17,Eddie Goodall,REP,64,0.014097222
MONTGOMERY,PEE   ,PEE DEE                                                     ,SENATE DISTRICT 17,Eddie Goodall,REP,182,0.014097222
MONTGOMERY,ROC   ,ROCKY SPRINGS                                               ,SENATE DISTRICT 17,Eddie Goodall,REP,55,0.014097222
MONTGOMERY,STA   ,STAR                                                        ,SENATE DISTRICT 17,Eddie Goodall,REP,334,0.014097222
MONTGOMERY,T1    ,TROY 1                                                      ,SENATE DISTRICT 17,Eddie Goodall,REP,343,0.014097222
MONTGOMERY,T2    ,TROY 2                                                      ,SENATE DISTRICT 17,Eddie Goodall,REP,254,0.014097222
MONTGOMERY,UWH   ,UWHARRIE                                                    ,SENATE DISTRICT 17,Eddie Goodall,REP,281,0.014097222
MONTGOMERY,WAD   ,WADEVILLE                                                   ,SENATE DISTRICT 17,Eddie Goodall,REP,62,0.014097222
MITCHELL, ,absentee/provisional,SENATE DISTRICT 27,John Garwood,REP,655,0.014097222
MITCHELL,1,BAKERSVILLE                                                 ,SENATE DISTRICT 27,John Garwood,REP,428,0.014097222
MITCHELL,2,BRADSHAW                                                    ,SENATE DISTRICT 27,John Garwood,REP,157,0.014097222
