County,Election Date,Precinct,Contest Group ID,Contest Type,Contest Name,Choice,Choice Party,Vote For,Election Day,One Stop,Absentee by Mail,Provisional,Total Votes
ANSON,11/3/15,CURBSIDE,40013,C,TOWN OF ANSONVILLE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ANSON,11/3/15,CURBSIDE,40014,C,TOWN OF MORVEN MAYOR,Houston Pratt,,1,0,0,0,0,0
ANSON,11/3/15,MM,40014,C,TOWN OF MORVEN MAYOR,Houston Pratt,,1,41,0,0,0,41
ANSON,11/3/15,PROVISIONAL,40014,C,TOWN OF MORVEN MAYOR,Houston Pratt,,1,0,0,0,0,0
ANSON,11/3/15,TRANSFER,40014,C,TOWN OF MORVEN MAYOR,Houston Pratt,,1,0,0,0,0,0
ANSON,11/3/15,TRANSFER,40014,C,TOWN OF MORVEN MAYOR,Theodore Carr,,1,0,0,0,0,0
ANSON,11/3/15,PROVISIONAL,40014,C,TOWN OF MORVEN MAYOR,Theodore Carr,,1,0,0,0,0,0
ANSON,11/3/15,MM,40014,C,TOWN OF MORVEN MAYOR,Theodore Carr,,1,65,0,0,0,65
ANSON,11/3/15,CURBSIDE,40014,C,TOWN OF MORVEN MAYOR,Theodore Carr,,1,0,0,0,0,0
ANSON,11/3/15,CURBSIDE,40014,C,TOWN OF MORVEN MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ANSON,11/3/15,MM,40014,C,TOWN OF MORVEN MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ANSON,11/3/15,PROVISIONAL,40014,C,TOWN OF MORVEN MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ANSON,11/3/15,TRANSFER,40014,C,TOWN OF MORVEN MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,9,50001,C,TOWN OF JEFFERSON MAYOR,Bluferd W. Eldreth,,1,34,0,0,0,34
ASHE,11/3/15,PROVISIONAL,50001,C,TOWN OF JEFFERSON MAYOR,Bluferd W. Eldreth,,1,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50001,C,TOWN OF JEFFERSON MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,9,50001,C,TOWN OF JEFFERSON MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,9,50002,C,TOWN OF JEFFERSON ALDERMAN,Charles Caudill,,2,31,0,0,0,31
ASHE,11/3/15,PROVISIONAL,50002,C,TOWN OF JEFFERSON ALDERMAN,Charles Caudill,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50002,C,TOWN OF JEFFERSON ALDERMAN,Rick Ballou,,2,0,0,0,0,0
ASHE,11/3/15,9,50002,C,TOWN OF JEFFERSON ALDERMAN,Rick Ballou,,2,26,0,0,0,26
ASHE,11/3/15,9,50002,C,TOWN OF JEFFERSON ALDERMAN,Wes Williams,,2,19,0,0,0,19
ASHE,11/3/15,PROVISIONAL,50002,C,TOWN OF JEFFERSON ALDERMAN,Wes Williams,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50002,C,TOWN OF JEFFERSON ALDERMAN,Write-In (Miscellaneous),,2,0,0,0,0,0
ASHE,11/3/15,9,50002,C,TOWN OF JEFFERSON ALDERMAN,Write-In (Miscellaneous),,2,1,0,0,0,1
ASHE,11/3/15,9,50003,C,TOWN OF JEFFERSON ALDERMAN (UNEXPIRED TERM),Mike Herman,,1,33,0,0,0,33
ASHE,11/3/15,PROVISIONAL,50003,C,TOWN OF JEFFERSON ALDERMAN (UNEXPIRED TERM),Mike Herman,,1,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50003,C,TOWN OF JEFFERSON ALDERMAN (UNEXPIRED TERM),Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,9,50003,C,TOWN OF JEFFERSON ALDERMAN (UNEXPIRED TERM),Write-In (Miscellaneous),,1,1,0,0,0,1
ASHE,11/3/15,17,50004,C,TOWN OF LANSING MAYOR,Dylan Lightfoot,,1,19,0,0,0,19
ASHE,11/3/15,PROVISIONAL,50004,C,TOWN OF LANSING MAYOR,Dylan Lightfoot,,1,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50004,C,TOWN OF LANSING MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,17,50004,C,TOWN OF LANSING MAYOR,Write-In (Miscellaneous),,1,1,0,0,0,1
ASHE,11/3/15,17,50005,C,TOWN OF LANSING ALDERMAN,Brenda Reeves,,2,10,0,0,0,10
ASHE,11/3/15,PROVISIONAL,50005,C,TOWN OF LANSING ALDERMAN,Brenda Reeves,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50005,C,TOWN OF LANSING ALDERMAN,Jim Blevins,,2,0,0,0,0,0
ASHE,11/3/15,17,50005,C,TOWN OF LANSING ALDERMAN,Jim Blevins,,2,14,0,0,0,14
ASHE,11/3/15,17,50005,C,TOWN OF LANSING ALDERMAN,Michelle Slaton,,2,15,0,0,0,15
ASHE,11/3/15,PROVISIONAL,50005,C,TOWN OF LANSING ALDERMAN,Michelle Slaton,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50005,C,TOWN OF LANSING ALDERMAN,Write-In (Miscellaneous),,2,0,0,0,0,0
ASHE,11/3/15,17,50005,C,TOWN OF LANSING ALDERMAN,Write-In (Miscellaneous),,2,0,0,0,0,0
ASHE,11/3/15,20,50006,C,TOWN OF WEST JEFFERSON MAYOR,Dale Baldwin,,1,100,0,0,0,100
ASHE,11/3/15,PROVISIONAL,50006,C,TOWN OF WEST JEFFERSON MAYOR,Dale Baldwin,,1,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50006,C,TOWN OF WEST JEFFERSON MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
ASHE,11/3/15,20,50006,C,TOWN OF WEST JEFFERSON MAYOR,Write-In (Miscellaneous),,1,14,0,0,0,14
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Barry Davis,,2,17,0,0,0,17
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Barry Davis,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,"Brett T. Summey, Sr.",,2,0,0,0,0,0
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,"Brett T. Summey, Sr.",,2,77,0,0,0,77
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Jerry C. McMillan,,2,82,0,0,0,82
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Jerry C. McMillan,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Lester S. Mullis,,2,0,0,0,0,0
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Lester S. Mullis,,2,44,0,0,0,44
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Rusty Barr,,2,77,0,0,0,77
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Rusty Barr,,2,0,0,0,0,0
ASHE,11/3/15,PROVISIONAL,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Write-In (Miscellaneous),,2,0,0,0,0,0
ASHE,11/3/15,20,50007,C,TOWN OF WEST JEFFERSON ALDERMAN,Write-In (Miscellaneous),,2,0,0,0,0,0
AVERY,11/3/15,2,60001,C,TOWN OF BANNER ELK MAYOR,Brenda Lyerly,,1,33,0,0,0,33
AVERY,11/3/15,ABSENTEE MAIL,60001,C,TOWN OF BANNER ELK MAYOR,Brenda Lyerly,,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60001,C,TOWN OF BANNER ELK MAYOR,Brenda Lyerly,,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60001,C,TOWN OF BANNER ELK MAYOR,Brenda Lyerly,,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60001,C,TOWN OF BANNER ELK MAYOR,Brenda Lyerly,,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60001,C,TOWN OF BANNER ELK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60001,C,TOWN OF BANNER ELK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60001,C,TOWN OF BANNER ELK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60001,C,TOWN OF BANNER ELK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,2,60001,C,TOWN OF BANNER ELK MAYOR,Write-In (Miscellaneous),,1,1,0,0,0,1
AVERY,11/3/15,2,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Allen Bolick,,3,27,0,0,0,27
AVERY,11/3/15,ABSENTEE MAIL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Allen Bolick,,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Allen Bolick,,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Allen Bolick,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Allen Bolick,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,"Charles Banner VonCanon, Jr.",,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,"Charles Banner VonCanon, Jr.",,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,"Charles Banner VonCanon, Jr.",,3,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,"Charles Banner VonCanon, Jr.",,3,0,0,0,0,0
AVERY,11/3/15,2,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,"Charles Banner VonCanon, Jr.",,3,27,0,0,0,27
AVERY,11/3/15,2,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,David Lecka,,3,28,0,0,0,28
AVERY,11/3/15,ABSENTEE MAIL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,David Lecka,,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,David Lecka,,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,David Lecka,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,David Lecka,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,2,60002,C,TOWN OF BANNER ELK COUNCIL MEMBER,Write-In (Miscellaneous),,3,3,0,0,0,3
AVERY,11/3/15,1,60003,C,TOWN OF CROSSNORE MAYOR,Tudor Vance,,1,40,0,0,0,40
AVERY,11/3/15,ABSENTEE MAIL,60003,C,TOWN OF CROSSNORE MAYOR,Tudor Vance,,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60003,C,TOWN OF CROSSNORE MAYOR,Tudor Vance,,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60003,C,TOWN OF CROSSNORE MAYOR,Tudor Vance,,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60003,C,TOWN OF CROSSNORE MAYOR,Tudor Vance,,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60003,C,TOWN OF CROSSNORE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60003,C,TOWN OF CROSSNORE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60003,C,TOWN OF CROSSNORE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60003,C,TOWN OF CROSSNORE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,1,60003,C,TOWN OF CROSSNORE MAYOR,Write-In (Miscellaneous),,1,4,0,0,0,4
AVERY,11/3/15,1,60004,C,TOWN OF CROSSNORE ALDERMAN,Dale Henson,,3,22,0,0,0,22
AVERY,11/3/15,ABSENTEE MAIL,60004,C,TOWN OF CROSSNORE ALDERMAN,Dale Henson,,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60004,C,TOWN OF CROSSNORE ALDERMAN,Dale Henson,,3,0,1,0,0,1
AVERY,11/3/15,TRANSFER,60004,C,TOWN OF CROSSNORE ALDERMAN,Dale Henson,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60004,C,TOWN OF CROSSNORE ALDERMAN,Dale Henson,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60004,C,TOWN OF CROSSNORE ALDERMAN,Dan Vance (Write-In),,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60004,C,TOWN OF CROSSNORE ALDERMAN,Dan Vance (Write-In),,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60004,C,TOWN OF CROSSNORE ALDERMAN,Dan Vance (Write-In),,3,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60004,C,TOWN OF CROSSNORE ALDERMAN,Dan Vance (Write-In),,3,0,0,0,0,0
AVERY,11/3/15,1,60004,C,TOWN OF CROSSNORE ALDERMAN,Dan Vance (Write-In),,3,24,0,0,0,24
AVERY,11/3/15,1,60004,C,TOWN OF CROSSNORE ALDERMAN,Eddie Yarber,,3,36,0,0,0,36
AVERY,11/3/15,ABSENTEE MAIL,60004,C,TOWN OF CROSSNORE ALDERMAN,Eddie Yarber,,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60004,C,TOWN OF CROSSNORE ALDERMAN,Eddie Yarber,,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60004,C,TOWN OF CROSSNORE ALDERMAN,Eddie Yarber,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60004,C,TOWN OF CROSSNORE ALDERMAN,Eddie Yarber,,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60004,C,TOWN OF CROSSNORE ALDERMAN,Hannah (Ginny) Smith,,3,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60004,C,TOWN OF CROSSNORE ALDERMAN,Hannah (Ginny) Smith,,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60004,C,TOWN OF CROSSNORE ALDERMAN,Hannah (Ginny) Smith,,3,0,1,0,0,1
AVERY,11/3/15,ABSENTEE MAIL,60004,C,TOWN OF CROSSNORE ALDERMAN,Hannah (Ginny) Smith,,3,0,0,0,0,0
AVERY,11/3/15,1,60004,C,TOWN OF CROSSNORE ALDERMAN,Hannah (Ginny) Smith,,3,29,0,0,0,29
AVERY,11/3/15,1,60004,C,TOWN OF CROSSNORE ALDERMAN,Write-In (Miscellaneous),,3,1,0,0,0,1
AVERY,11/3/15,ABSENTEE MAIL,60004,C,TOWN OF CROSSNORE ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60004,C,TOWN OF CROSSNORE ALDERMAN,Write-In (Miscellaneous),,3,0,1,0,0,1
AVERY,11/3/15,TRANSFER,60004,C,TOWN OF CROSSNORE ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60004,C,TOWN OF CROSSNORE ALDERMAN,Write-In (Miscellaneous),,3,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60005,C,TOWN OF ELK PARK MAYOR,John Boone,,1,0,0,0,0,0
AVERY,11/3/15,6,60005,C,TOWN OF ELK PARK MAYOR,John Boone,,1,36,0,0,0,36
AVERY,11/3/15,TRANSFER,60005,C,TOWN OF ELK PARK MAYOR,John Boone,,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60005,C,TOWN OF ELK PARK MAYOR,John Boone,,1,0,1,0,0,1
AVERY,11/3/15,ABSENTEE MAIL,60005,C,TOWN OF ELK PARK MAYOR,John Boone,,1,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60005,C,TOWN OF ELK PARK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60005,C,TOWN OF ELK PARK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60005,C,TOWN OF ELK PARK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,6,60005,C,TOWN OF ELK PARK MAYOR,Write-In (Miscellaneous),,1,2,0,0,0,2
AVERY,11/3/15,PROVISIONAL,60005,C,TOWN OF ELK PARK MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Brad Benfield,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Brad Benfield,,5,17,0,0,0,17
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Brad Benfield,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Brad Benfield,,5,0,3,0,0,3
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Brad Benfield,,5,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Cory Hughes,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Cory Hughes,,5,0,2,0,0,2
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Cory Hughes,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Cory Hughes,,5,8,0,0,0,8
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Cory Hughes,,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Daniel Boone,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Daniel Boone,,5,28,0,0,0,28
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Daniel Boone,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Daniel Boone,,5,0,1,0,0,1
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Daniel Boone,,5,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Joel Whitley,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Joel Whitley,,5,0,1,0,0,1
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Joel Whitley,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Joel Whitley,,5,27,0,0,0,27
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Joel Whitley,,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Michael Smith,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Michael Smith,,5,20,0,0,0,20
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Michael Smith,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Michael Smith,,5,0,2,0,0,2
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Michael Smith,,5,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Mike Whittington,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Mike Whittington,,5,0,3,0,0,3
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Mike Whittington,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Mike Whittington,,5,15,0,0,0,15
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Mike Whittington,,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Neil Reece,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Neil Reece,,5,10,0,0,0,10
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Neil Reece,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Neil Reece,,5,0,2,0,0,2
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Neil Reece,,5,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tommy Norman,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tommy Norman,,5,0,3,0,0,3
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tommy Norman,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tommy Norman,,5,23,0,0,0,23
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tommy Norman,,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tony Eller,,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tony Eller,,5,21,0,0,0,21
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tony Eller,,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tony Eller,,5,0,3,0,0,3
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Tony Eller,,5,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Write-In (Miscellaneous),,5,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Write-In (Miscellaneous),,5,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Write-In (Miscellaneous),,5,0,0,0,0,0
AVERY,11/3/15,6,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Write-In (Miscellaneous),,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60006,C,TOWN OF ELK PARK COUNCIL MEMBER,Write-In (Miscellaneous),,5,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60007,C,GRANDFATHER VILLAGE MAYOR,Robert V. Donovan,,1,0,0,0,0,0
AVERY,11/3/15,11,60007,C,GRANDFATHER VILLAGE MAYOR,Robert V. Donovan,,1,9,0,0,0,9
AVERY,11/3/15,TRANSFER,60007,C,GRANDFATHER VILLAGE MAYOR,Robert V. Donovan,,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60007,C,GRANDFATHER VILLAGE MAYOR,Robert V. Donovan,,1,0,4,0,0,4
AVERY,11/3/15,ABSENTEE MAIL,60007,C,GRANDFATHER VILLAGE MAYOR,Robert V. Donovan,,1,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60007,C,GRANDFATHER VILLAGE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60007,C,GRANDFATHER VILLAGE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,TRANSFER,60007,C,GRANDFATHER VILLAGE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,11,60007,C,GRANDFATHER VILLAGE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60007,C,GRANDFATHER VILLAGE MAYOR,Write-In (Miscellaneous),,1,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Charles (Chick) Fuller,,2,0,0,0,0,0
AVERY,11/3/15,11,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Charles (Chick) Fuller,,2,10,0,0,0,10
AVERY,11/3/15,TRANSFER,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Charles (Chick) Fuller,,2,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Charles (Chick) Fuller,,2,0,4,0,0,4
AVERY,11/3/15,ABSENTEE MAIL,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Charles (Chick) Fuller,,2,0,0,0,0,0
AVERY,11/3/15,ABSENTEE MAIL,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Richard C. Norman,,2,0,0,0,0,0
AVERY,11/3/15,ONE STOP,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Richard C. Norman,,2,0,4,0,0,4
AVERY,11/3/15,TRANSFER,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Richard C. Norman,,2,0,0,0,0,0
AVERY,11/3/15,11,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Richard C. Norman,,2,10,0,0,0,10
AVERY,11/3/15,PROVISIONAL,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Richard C. Norman,,2,0,0,0,0,0
AVERY,11/3/15,PROVISIONAL,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
AVERY,11/3/15,11,60008,C,GRANDFATHER VILLAGE COUNCIL MEMBER,Write-In (Miscellaneous),,2,0,0,0,0,0
